Date,Open,Close,Predicted_Open,%_error
23-06-2021,1758.686443,1731.468628,1732.479,-1.49%
24-06-2021,1729.77375,1732.665039,1733.66032,0.22%
25-06-2021,1729.773804,1729.773804,1730.805554,0.06%
28-06-2021,1729.773912,1727.829834,1728.886105,-0.05%
29-06-2021,1732.56538,1700.711548,1702.109878,-1.76%
30-06-2021,1700.711548,1700.711548,1702.109878,0.08%
01-07-2021,1704.74951,1710.930786,1712.200215,0.44%
02-07-2021,1721.798047,1709.983765,1711.265139,-0.61%
05-07-2021,1721.797994,1725.88562,1726.966414,0.30%
06-07-2021,1723.791776,1750.062378,1750.838216,1.57%
07-07-2021,1750.710586,1756.493164,1757.187887,0.37%
08-07-2021,1752.704569,1727.082031,1728.147734,-1.40%
09-07-2021,1723.791889,1714.868896,1716.088652,-0.45%
12-07-2021,1726.782808,1726.73291,1727.803017,0.06%
13-07-2021,1737.749805,1741.887329,1742.766284,0.29%
14-07-2021,1734.758681,1742.884155,1743.750537,0.52%
15-07-2021,1751.707581,1744.778564,1745.62105,-0.35%
16-07-2021,1750.212029,1744.230103,1745.079507,-0.29%
19-07-2021,1728.677136,1717.610596,1718.795768,-0.57%
20-07-2021,1717.610568,1697.52124,1698.959812,-1.09%
22-07-2021,1701.409672,1702.057617,1703.438969,0.12%
23-07-2021,1704.849188,1717.760132,1718.943418,0.83%
26-07-2021,1706.444288,1735.356934,1736.31826,1.75%
27-07-2021,1746.722565,1692.835327,1694.333005,-3.00%
28-07-2021,1699.864153,1647.871216,1649.936054,-2.94%
29-07-2021,1658.987732,1636.705078,1638.910762,-1.21%
30-07-2021,1636.705016,1649.81543,1651.855744,0.93%
02-08-2021,1659.984676,1660.084351,1661.995137,0.12%
03-08-2021,1659.984687,1680.57251,1682.224866,1.34%
04-08-2021,1693.583087,1744.678711,1745.522456,3.07%
05-08-2021,1756.393432,1766.413208,1766.982803,0.60%
06-08-2021,1763.671307,1771.846558,1772.347618,0.49%
09-08-2021,1771.846473,1775.5354,1775.989931,0.23%
10-08-2021,1779.623301,1807.788208,1807.835914,1.59%
11-08-2021,1815.418768,1776.11792,1776.565103,-2.14%
12-08-2021,1770.631813,1783.200073,1783.557925,0.73%
13-08-2021,1779.509458,1783.49939,1783.853466,0.24%
16-08-2021,1779.509396,1777.863525,1778.28869,-0.07%
17-08-2021,1774.52207,1783.848511,1784.198183,0.55%
18-08-2021,1783.848515,1745.295776,1746.131738,-2.11%
20-08-2021,1727.640301,1699.261963,1700.678578,-1.56%
23-08-2021,1720.209134,1712.528442,1713.777719,-0.37%
24-08-2021,1720.657901,1700.608521,1702.00815,-1.08%
25-08-2021,1700.708271,1692.927856,1694.424367,-0.37%
26-08-2021,1689.536535,1693.227173,1694.719908,0.31%
27-08-2021,1690.73334,1709.236694,1710.527492,1.17%
30-08-2021,1711.630658,1731.480591,1732.490812,1.22%
31-08-2021,1739.660154,1749.285767,1750.0714,0.60%
01-09-2021,1749.335522,1742.253418,1743.127755,-0.35%
02-09-2021,1747.590103,1771.928711,1772.428735,1.42%
03-09-2021,1788.486729,1787.3396,1787.645237,-0.05%
06-09-2021,1803.449005,1770.083252,1770.606554,-1.82%
07-09-2021,1770.083372,1760.407715,1761.053061,-0.51%
08-09-2021,1755.669589,1810.780518,1810.79048,3.14%
09-09-2021,1821.403679,1813.27417,1813.252678,-0.45%
13-09-2021,1823.897481,1835.418457,1835.117646,0.62%
14-09-2021,1845.343143,1863.048462,1862.399137,0.92%
15-09-2021,1869.282907,1866.988647,1866.289622,-0.16%
16-09-2021,1872.275328,1902.000366,1900.859716,1.53%
17-09-2021,1911.177131,2002.89563,2000.482326,4.67%
20-09-2021,1984.990857,1996.411987,1994.080465,0.46%
21-09-2021,2011.923004,2005.888184,2003.437133,-0.42%
22-09-2021,2011.42417,1980.552124,1978.420652,-1.64%
23-09-2021,1998.955617,2018.905273,2016.29003,0.87%
24-09-2021,2024.890115,2022.994873,2020.328045,-0.23%
27-09-2021,2026.087077,2028.231689,2025.498806,-0.03%
28-09-2021,2034.865171,2062.994141,2059.822777,1.23%
29-09-2021,2054.71481,2025.338989,2022.642593,-1.56%
30-09-2021,2020.351639,2000.451904,1998.069424,-1.10%
01-10-2021,1991.97325,1988.531982,1986.299856,-0.28%
04-10-2021,1989.978331,1985.938477,1983.739064,-0.31%
